cte,steering_angle,error
0.3135,0.0166254,0.0879329
0.2864,0.0430138,0.087925
0.2715,-0.0154076,0.0879058
0.2536,0.0029008,0.087874
0.2438,-0.0357844,0.0878357
0.2316,-0.0214164,0.0877898
0.2244,-0.045,0.0877395
0.2147,-0.0305634,0.0876837
0.2083,-0.045798,0.0876244
0.2021,-0.0455892,0.0875618
0.192,-0.0241144,0.0874942
0.1808,-0.0164546,0.0874211
0.1729,-0.0314796,0.0873445
0.1611,-0.0097574,0.0872628
0.1529,-0.0262896,0.087178
0.1407,-0.0040264,0.0870886
0.1283,-0.000721802,0.0869951
0.1201,-0.0202772,0.0868991
0.1085,-0.001143,0.0867999
0.0972,-0.000557802,0.0866978
0.09,-0.0197822,0.0865943
0.0801,-0.0044466,0.0864888
0.0739,-0.021837,0.0863823
0.0651,-0.0071862,0.0862745
0.0596,-0.0226816,0.0861661
0.0494,0.002786,0.0860565
0.0446,-0.0233136,0.0859466
0.0383,-0.0145986,0.0858363
0.0345,-0.0263754,0.0857259
0.0291,-0.0173216,0.0856154
0.0255,-0.0256068,0.0855049
0.0202,-0.0158558,0.0853944
0.0166,-0.023498,0.085284
0.0096,-0.0049012,0.0851737
0.006,-0.020924,0.0850635
0.0027,-0.0214316,0.0849536
-0.0023,-0.0115568,0.084844
-0.0057,-0.0184768,0.0847347
-0.0105,-0.0101006,0.0846258
-0.0137,-0.0170452,0.0845173
-0.0181,-0.009756,0.0844092
-0.0209,-0.0168136,0.0843016
-0.0247,-0.0106902,0.0841944
-0.027,-0.01739,0.0840877
-0.0301,-0.012466,0.0839814
-0.032,-0.0178062,0.0838756
-0.0346,-0.013538,0.0837703
-0.0361,-0.018508,0.0836654
-0.0381,-0.0153918,0.0835609
-0.0393,-0.018948,0.0834568
-0.0404,-0.0190402,0.0833531
-0.042,-0.0160386,0.0832498
-0.0431,-0.0181416,0.0831469
-0.0446,-0.0156664,0.0830445
-0.0455,-0.018314,0.0829424
-0.0468,-0.0158806,0.0828407
-0.0477,-0.017526,0.0827393
-0.0488,-0.016129,0.0826384
-0.0495,-0.01781,0.0825377
-0.0505,-0.015928,0.0824375
-0.0511,-0.0176232,0.0823376
-0.052,-0.0157556,0.0822381
-0.0525,-0.0174658,0.0821388
-0.0532,-0.0161342,0.0820399
-0.0536,-0.0173616,0.0819414
-0.0541,-0.0165684,0.0818431
-0.0544,-0.0173152,0.0817451
-0.0547,-0.0170624,0.0816474
-0.055,-0.0168102,0.08155
-0.0552,-0.0170794,0.0814528
-0.0554,-0.0168496,0.0813559
-0.0555,-0.017141,0.0812593
-0.0556,-0.0169342,0.0811629
-0.0556,-0.017249,0.0810667
-0.0555,-0.0175854,0.0809708
-0.0555,-0.0169032,0.0808751
-0.0554,-0.0172432,0.0807797
-0.0554,-0.0165308,0.0806844
-0.0552,-0.0169626,0.0805894
-0.0551,-0.0149958,0.0804946
-0.0549,-0.0143574,0.0804
-0.0546,-0.0139856,0.0803056
-0.0541,-0.014321,0.0802113
-0.0533,-0.0152636,0.0801172
-0.0523,-0.0156562,0.0800232
-0.0514,-0.0143218,0.0799293
